Address:,USB0::0x0957::0x1754::MY44002304::0::INSTR,,Analog Channels,,,
Model:,MSO6104A,,Time (s),1 (VOLT),4 (VOLT),
Serial Number:,MY44002304,,-0.05,-0.0312501229345798,0.431250404566526,
Firmware Version:,06.20.0000,,-0.045,-0.0312501229345798,0.431250404566526,
Start Time:,2020-10-23 15:35:51.564,,-0.04,-0.046875124797225,0.462500400841236,
,,,-0.035,-0.0312501229345798,0.431250404566526,
Analog Sample Count:,1000,,-0.03,-0.0312501229345798,0.431250404566526,
Function Sample Count:,0,,-0.025,-1.19209289550781E-07,0.462500400841236,
Waveform Memory Sample Count:,0,,-0.02,-0.0312501229345798,0.493750397115946,
Digital Sample Count:,0,,-0.015,-0.0312501229345798,0.493750397115946,
,,,-0.01,-0.0156251210719347,0.400000408291817,
Setup Text Information:,,,-0.005,-0.0312501229345798,0.431250404566526,
ANALOG,,,0,2.01562512107193,2.11875020340085,
Channel 1,,,0.005,2.03125012293458,2.02500021457672,
Scale,500 mV/,,0.01,2.12500013411045,2.15000019967556,
Pos,1 V,,0.015,2.18750014156103,2.21250019222498,
Coup,,,0.02,2.23437514714897,2.2750001847744,
BW,Off,,0.025,2.26562515087426,2.24375018849969,
Inv,Off,,0.03,2.23437514714897,2.24375018849969,
Imp,1M Ohm,,0.035,2.20312514342368,2.18125019595027,
Trace Label,1,,0.04,2.21875014528632,2.18125019595027,
Probe,10,,0.045,2.23437514714897,2.24375018849969,
Skew,0 s,,0.05,2.21875014528632,2.21250019222498,
,,,0.055,2.20312514342368,2.21250019222498,
Channel 4,,,0.06,2.21875014528632,2.24375018849969,
Scale,1 V/,,0.065,2.15625013783574,2.15000019967556,
Pos,3.025 V,,0.07,2.20312514342368,2.21250019222498,
Coup,,,0.075,2.21875014528632,2.24375018849969,
BW,Off,,0.08,2.21875014528632,2.21250019222498,
Inv,Off,,0.085,2.21875014528632,2.24375018849969,
Imp,1M Ohm,,0.09,2.1406251359731,2.11875020340085,
Trace Label,4,,0.095,2.20312514342368,2.24375018849969,
Probe,10,,0.1,2.23437514714897,2.21250019222498,
Skew,0 s,,0.105,2.20312514342368,2.21250019222498,
,,,0.11,2.20312514342368,2.18125019595027,
MATH,,,0.115,2.21875014528632,2.18125019595027,
DIGITAL,,,0.12,2.15625013783574,2.15000019967556,
TRIGGER,,,0.125,2.21875014528632,2.24375018849969,
Sweep Mode,AUTO,,0.13,2.23437514714897,2.21250019222498,
Coup,DC,,0.135,2.21875014528632,2.21250019222498,
Noise Rej,Off,,0.14,2.20312514342368,2.21250019222498,
HF Rej,Off,,0.145,2.15625013783574,2.15000019967556,
Holdoff,60.0 ns,,0.15,2.20312514342368,2.21250019222498,
Mode,EDGE,,0.155,2.21875014528632,2.21250019222498,
Source,CHAN1,,0.16,2.12500013411045,2.15000019967556,
Slope,POS,,0.165,2.21875014528632,2.21250019222498,
Level,920 mV V,,0.17,2.20312514342368,2.21250019222498,
,,,0.175,2.17187513969839,2.21250019222498,
HORIZONTAL,,,0.18,2.15625013783574,2.15000019967556,
Mode,MAIN,,0.185,2.18750014156103,2.18125019595027,
Ref,CENT,,0.19,2.18750014156103,2.24375018849969,
Main Scale,500 ms/,,0.195,2.1406251359731,2.11875020340085,
Main Delay,2.45 s,,0.2,2.23437514714897,2.21250019222498,
,,,0.205,2.09375013038516,2.15000019967556,
ACQUISITION,,,0.21,2.1406251359731,2.15000019967556,
Mode,NORM,,0.215,2.12500013411045,2.11875020340085,
RealTime,On,,0.22,2.17187513969839,2.15000019967556,
Vectors,On,,0.225,2.00000011920929,2.02500021457672,
Persistence,Off,,0.23,2.07812512852252,2.05625021085143,
,,,0.235,2.10937513224781,2.11875020340085,
,,,0.24,2.15625013783574,2.11875020340085,
,,,0.245,2.15625013783574,2.11875020340085,
,,,0.25,2.15625013783574,2.11875020340085,
,,,0.255,2.04687512479723,2.05625021085143,
,,,0.26,2.04687512479723,2.05625021085143,
,,,0.265,2.09375013038516,2.08750020712614,
,,,0.27,2.12500013411045,2.15000019967556,
,,,0.275,2.12500013411045,2.08750020712614,
,,,0.28,2.01562512107193,1.99375021830201,
,,,0.285,2.06250012665987,2.08750020712614,
,,,0.29,2.07812512852252,2.08750020712614,
,,,0.295,2.10937513224781,2.15000019967556,
,,,0.3,1.98437511734664,1.9625002220273,
,,,0.305,2.06250012665987,2.02500021457672,
,,,0.31,2.07812512852252,2.08750020712614,
,,,0.315,2.09375013038516,2.08750020712614,
,,,0.32,2.00000011920929,1.99375021830201,
,,,0.325,2.00000011920929,2.02500021457672,
,,,0.33,2.07812512852252,2.08750020712614,
,,,0.335,2.10937513224781,2.11875020340085,
,,,0.34,2.09375013038516,2.11875020340085,
,,,0.345,2.10937513224781,2.11875020340085,
,,,0.35,2.04687512479723,2.02500021457672,
,,,0.355,2.03125012293458,2.02500021457672,
,,,0.36,2.07812512852252,2.08750020712614,
,,,0.365,2.09375013038516,2.08750020712614,
,,,0.37,2.09375013038516,2.11875020340085,
,,,0.375,2.17187513969839,2.15000019967556,
,,,0.38,2.15625013783574,2.15000019967556,
,,,0.385,2.21875014528632,2.18125019595027,
,,,0.39,2.26562515087426,2.2750001847744,
,,,0.395,2.18750014156103,2.21250019222498,
,,,0.4,2.1406251359731,2.15000019967556,
,,,0.405,2.21875014528632,2.18125019595027,
,,,0.41,2.25000014901161,2.24375018849969,
,,,0.415,2.1406251359731,2.15000019967556,
,,,0.42,2.12500013411045,2.15000019967556,
,,,0.425,2.23437514714897,2.24375018849969,
,,,0.43,2.15625013783574,2.11875020340085,
,,,0.435,2.21875014528632,2.21250019222498,
,,,0.44,2.21875014528632,2.15000019967556,
,,,0.445,2.23437514714897,2.21250019222498,
,,,0.45,2.1406251359731,2.18125019595027,
,,,0.455,2.15625013783574,2.15000019967556,
,,,0.46,2.20312514342368,2.21250019222498,
,,,0.465,2.21875014528632,2.21250019222498,
,,,0.47,2.23437514714897,2.24375018849969,
,,,0.475,2.1406251359731,2.15000019967556,
,,,0.48,2.20312514342368,2.21250019222498,
,,,0.485,2.25000014901161,2.24375018849969,
,,,0.49,2.23437514714897,2.18125019595027,
,,,0.495,2.17187513969839,2.18125019595027,
,,,0.5,2.15625013783574,2.18125019595027,
,,,0.505,2.23437514714897,2.21250019222498,
,,,0.51,2.21875014528632,2.21250019222498,
,,,0.515,2.21875014528632,2.21250019222498,
,,,0.52,2.20312514342368,2.18125019595027,
,,,0.525,2.1406251359731,2.18125019595027,
,,,0.53,2.21875014528632,2.15000019967556,
,,,0.535,2.21875014528632,2.21250019222498,
,,,0.54,2.23437514714897,2.21250019222498,
,,,0.545,2.21875014528632,2.24375018849969,
,,,0.55,2.1406251359731,2.15000019967556,
,,,0.555,2.21875014528632,2.21250019222498,
,,,0.56,2.20312514342368,2.24375018849969,
,,,0.565,2.21875014528632,2.24375018849969,
,,,0.57,2.17187513969839,2.18125019595027,
,,,0.575,2.21875014528632,2.21250019222498,
,,,0.58,2.04687512479723,2.08750020712614,
,,,0.585,2.17187513969839,2.18125019595027,
,,,0.59,2.20312514342368,2.24375018849969,
,,,0.595,2.1406251359731,2.11875020340085,
,,,0.6,2.20312514342368,2.18125019595027,
,,,0.605,2.20312514342368,2.21250019222498,
