Address:,USB0::0x0957::0x1754::MY44002304::0::INSTR,,Analog Channels,,,
Model:,MSO6104A,,Time (s),1 (VOLT),4 (VOLT),
Serial Number:,MY44002304,,-0.05,-0.046875124797225,0.337500415742397,
Firmware Version:,06.20.0000,,-0.045,-0.046875124797225,0.337500415742397,
Start Time:,2020-10-23 15:34:45.417,,-0.04,-0.046875124797225,0.337500415742397,
,,,-0.035,-0.0156251210719347,0.337500415742397,
Analog Sample Count:,1000,,-0.03,-0.0156251210719347,0.368750412017107,
Function Sample Count:,0,,-0.025,-0.0156251210719347,0.306250419467688,
Waveform Memory Sample Count:,0,,-0.02,-0.046875124797225,0.306250419467688,
Digital Sample Count:,0,,-0.015,-1.19209289550781E-07,0.306250419467688,
,,,-0.01,-1.19209289550781E-07,0.306250419467688,
Setup Text Information:,,,-0.005,0.0312498845160007,0.337500415742397,
ANALOG,,,0,1.968750115484,2.11875020340085,
Channel 1,,,0.005,2.04687512479723,2.02500021457672,
Scale,500 mV/,,0.01,2.04687512479723,2.05625021085143,
Pos,1 V,,0.015,2.10937513224781,2.11875020340085,
Coup,,,0.02,2.1406251359731,2.11875020340085,
BW,Off,,0.025,2.1406251359731,2.15000019967556,
Inv,Off,,0.03,2.03125012293458,2.05625021085143,
Imp,1M Ohm,,0.035,2.12500013411045,2.11875020340085,
Trace Label,1,,0.04,2.15625013783574,2.18125019595027,
Probe,10,,0.045,2.18750014156103,2.18125019595027,
Skew,0 s,,0.05,2.20312514342368,2.21250019222498,
,,,0.055,2.21875014528632,2.21250019222498,
Channel 4,,,0.06,2.09375013038516,2.11875020340085,
Scale,1 V/,,0.065,2.1406251359731,2.15000019967556,
Pos,3.025 V,,0.07,2.18750014156103,2.15000019967556,
Coup,,,0.075,2.20312514342368,2.21250019222498,
BW,Off,,0.08,2.07812512852252,2.05625021085143,
Inv,Off,,0.085,2.09375013038516,2.11875020340085,
Imp,1M Ohm,,0.09,2.15625013783574,2.18125019595027,
Trace Label,4,,0.095,2.18750014156103,2.18125019595027,
Probe,10,,0.1,2.1406251359731,2.15000019967556,
Skew,0 s,,0.105,2.07812512852252,2.05625021085143,
,,,0.11,2.12500013411045,2.08750020712614,
MATH,,,0.115,2.15625013783574,2.11875020340085,
DIGITAL,,,0.12,2.17187513969839,2.21250019222498,
TRIGGER,,,0.125,2.04687512479723,2.05625021085143,
Sweep Mode,AUTO,,0.13,2.09375013038516,2.11875020340085,
Coup,DC,,0.135,2.1406251359731,2.15000019967556,
Noise Rej,Off,,0.14,2.18750014156103,2.18125019595027,
HF Rej,Off,,0.145,2.15625013783574,2.15000019967556,
Holdoff,60.0 ns,,0.15,2.20312514342368,2.21250019222498,
Mode,EDGE,,0.155,2.06250012665987,2.05625021085143,
Source,CHAN1,,0.16,2.12500013411045,2.15000019967556,
Slope,POS,,0.165,2.15625013783574,2.11875020340085,
Level,920 mV V,,0.17,2.09375013038516,2.08750020712614,
,,,0.175,2.12500013411045,2.11875020340085,
HORIZONTAL,,,0.18,2.15625013783574,2.21250019222498,
Mode,MAIN,,0.185,2.20312514342368,2.18125019595027,
Ref,CENT,,0.19,2.06250012665987,2.02500021457672,
Main Scale,500 ms/,,0.195,2.10937513224781,2.11875020340085,
Main Delay,2.45 s,,0.2,2.15625013783574,2.15000019967556,
,,,0.205,2.17187513969839,2.21250019222498,
ACQUISITION,,,0.21,2.18750014156103,2.21250019222498,
Mode,NORM,,0.215,2.21875014528632,2.18125019595027,
RealTime,On,,0.22,2.07812512852252,2.05625021085143,
Vectors,On,,0.225,2.09375013038516,2.11875020340085,
Persistence,Off,,0.23,2.15625013783574,2.15000019967556,
,,,0.235,2.15625013783574,2.15000019967556,
,,,0.24,2.09375013038516,2.08750020712614,
,,,0.245,2.06250012665987,2.02500021457672,
,,,0.25,2.09375013038516,2.08750020712614,
,,,0.255,2.10937513224781,2.11875020340085,
,,,0.26,2.1406251359731,2.11875020340085,
,,,0.265,2.03125012293458,2.05625021085143,
,,,0.27,2.07812512852252,2.05625021085143,
,,,0.275,2.09375013038516,2.11875020340085,
,,,0.28,2.1406251359731,2.11875020340085,
,,,0.285,2.00000011920929,2.02500021457672,
,,,0.29,2.04687512479723,2.05625021085143,
,,,0.295,2.10937513224781,2.11875020340085,
,,,0.3,2.1406251359731,2.15000019967556,
,,,0.305,2.17187513969839,2.15000019967556,
,,,0.31,2.15625013783574,2.15000019967556,
,,,0.315,2.07812512852252,2.08750020712614,
,,,0.32,2.07812512852252,2.08750020712614,
,,,0.325,2.10937513224781,2.15000019967556,
,,,0.33,2.1406251359731,2.11875020340085,
,,,0.335,2.10937513224781,2.11875020340085,
,,,0.34,2.04687512479723,2.05625021085143,
,,,0.345,2.06250012665987,2.05625021085143,
,,,0.35,2.12500013411045,2.11875020340085,
,,,0.355,2.12500013411045,2.15000019967556,
,,,0.36,2.03125012293458,1.99375021830201,
,,,0.365,2.01562512107193,2.05625021085143,
,,,0.37,2.04687512479723,2.05625021085143,
,,,0.375,2.07812512852252,2.11875020340085,
,,,0.38,2.12500013411045,2.18125019595027,
,,,0.385,2.17187513969839,2.15000019967556,
,,,0.39,2.12500013411045,2.15000019967556,
,,,0.395,2.06250012665987,2.08750020712614,
,,,0.4,2.10937513224781,2.08750020712614,
,,,0.405,2.17187513969839,2.18125019595027,
,,,0.41,2.21875014528632,2.21250019222498,
,,,0.415,2.21875014528632,2.18125019595027,
,,,0.42,2.17187513969839,2.18125019595027,
,,,0.425,2.09375013038516,2.08750020712614,
,,,0.43,2.1406251359731,2.15000019967556,
,,,0.435,2.17187513969839,2.18125019595027,
,,,0.44,2.20312514342368,2.21250019222498,
,,,0.445,2.07812512852252,2.05625021085143,
,,,0.45,2.10937513224781,2.15000019967556,
,,,0.455,2.1406251359731,2.15000019967556,
,,,0.46,2.21875014528632,2.21250019222498,
,,,0.465,2.20312514342368,2.24375018849969,
,,,0.47,2.18750014156103,2.18125019595027,
,,,0.475,2.17187513969839,2.15000019967556,
,,,0.48,2.10937513224781,2.15000019967556,
,,,0.485,2.1406251359731,2.18125019595027,
,,,0.49,2.18750014156103,2.18125019595027,
,,,0.495,2.23437514714897,2.21250019222498,
,,,0.5,2.09375013038516,2.05625021085143,
,,,0.505,2.1406251359731,2.11875020340085,
,,,0.51,2.15625013783574,2.18125019595027,
,,,0.515,2.18750014156103,2.18125019595027,
,,,0.52,2.01562512107193,2.02500021457672,
,,,0.525,2.12500013411045,2.11875020340085,
,,,0.53,2.12500013411045,2.11875020340085,
,,,0.535,2.12500013411045,2.08750020712614,
,,,0.54,2.09375013038516,2.08750020712614,
,,,0.545,2.07812512852252,2.08750020712614,
,,,0.55,2.10937513224781,2.15000019967556,
,,,0.555,2.17187513969839,2.18125019595027,
,,,0.56,2.20312514342368,2.18125019595027,
,,,0.565,2.21875014528632,2.24375018849969,
,,,0.57,2.17187513969839,2.18125019595027,
,,,0.575,2.21875014528632,2.24375018849969,
,,,0.58,2.20312514342368,2.24375018849969,
,,,0.585,2.21875014528632,2.21250019222498,
,,,0.59,2.23437514714897,2.21250019222498,
,,,0.595,2.21875014528632,2.24375018849969,
,,,0.6,2.15625013783574,2.11875020340085,
,,,0.605,2.21875014528632,2.18125019595027,
,,,0.61,2.20312514342368,2.21250019222498,
,,,0.615,2.18750014156103,2.21250019222498,
,,,0.62,2.15625013783574,2.15000019967556,
,,,0.625,2.15625013783574,2.15000019967556,
,,,0.63,2.21875014528632,2.24375018849969,
,,,0.635,2.21875014528632,2.21250019222498,
,,,0.64,2.17187513969839,2.18125019595027,
,,,0.645,2.20312514342368,2.21250019222498,
,,,0.65,2.09375013038516,2.08750020712614,
,,,0.655,2.15625013783574,2.15000019967556,
